-4.89827534924	1.0
-4.88926963571	1.0
-4.88026392219	1.0
-4.87125820866	1.0
-4.86225249513	1.0
-4.85324678161	1.0
-4.84424106808	1.0
-4.83523535455	1.0
-4.82622964103	1.0
-4.8172239275	1.0
-4.80821821398	1.0
-4.79921250045	1.0
-4.79020678692	1.0
-4.7812010734	1.0
-4.77219535987	1.0
-4.76318964635	1.0
-4.75418393282	1.0
-4.74517821929	1.0
-4.73617250577	1.0
-4.72716679224	1.0
-4.71816107871	1.0
-4.70915536519	1.0
-4.70014965166	1.0
-4.69114393814	1.0
-4.68213822461	1.0
-4.67313251108	1.0
-4.66412679756	1.0
-4.65512108403	1.0
-4.64611537051	1.0
-4.63710965698	1.0
-4.62810394345	1.0
-4.61909822993	1.0
-4.6100925164	1.0
-4.60108680287	1.0
-4.59208108935	1.0
-4.58307537582	1.0
-4.5740696623	1.0
-4.56506394877	1.0
-4.55605823524	1.0
-4.54705252172	1.0
-4.53804680819	1.0
-4.52904109467	1.0
-4.52003538114	1.0
-4.51102966761	1.0
-4.50202395409	1.0
-4.49301824056	1.0
-4.48401252703	1.0
-4.47500681351	1.0
-4.46600109998	1.0
-4.45699538646	1.0
-4.44798967293	1.0
-4.4389839594	1.0
-4.42997824588	1.0
-4.42097253235	1.0
-4.41196681883	1.0
-4.4029611053	1.0
-4.39395539177	1.0
-4.38494967825	1.0
-4.37594396472	1.0
-4.36693825119	1.0
-4.35793253767	1.0
-4.34892682414	1.0
-4.33992111062	1.0
-4.33091539709	1.0
-4.32190968356	1.0
-4.31290397004	1.0
-4.30389825651	1.0
-4.29489254299	1.0
-4.28588682946	1.0
-4.27688111593	1.0
-4.26787540241	1.0
-4.25886968888	1.0
-4.24986397535	1.0
-4.24085826183	1.0
-4.2318525483	1.0
-4.22284683478	1.0
-4.21384112125	1.0
-4.20483540772	1.0
-4.1958296942	1.0
-4.18682398067	1.0
-4.17781826715	1.0
-4.16881255362	1.0
-4.15980684009	1.0
-4.15080112657	1.0
-4.14179541304	1.0
-4.13278969951	1.0
-4.12378398599	1.0
-4.11477827246	1.0
-4.10577255894	1.0
-4.09676684541	1.0
-4.08776113188	1.0
-4.07875541836	1.0
-4.06974970483	1.0
-4.06074399131	1.0
-4.05173827778	1.0
-4.04273256425	1.0
-4.03372685073	1.0
-4.0247211372	1.0
-4.01571542367	1.0
-4.00670971015	1.0
-3.99770399662	1.0
-3.9886982831	1.0
-3.97969256957	1.0
-3.97068685604	1.0
-3.96168114252	1.0
-3.95267542899	1.0
-3.94366971547	1.0
-3.93466400194	1.0
-3.92565828841	1.0
-3.91665257489	1.0
-3.90764686136	1.0
-3.89864114783	1.0
-3.88963543431	1.0
-3.88062972078	1.0
-3.87162400726	1.0
-3.86261829373	1.0
-3.8536125802	1.0
-3.84460686668	1.0
-3.83560115315	1.0
-3.82659543963	1.0
-3.8175897261	1.0
-3.80858401257	1.0
-3.79957829905	1.0
-3.79057258552	1.0
-3.78156687199	1.0
-3.77256115847	1.0
-3.76355544494	1.0
-3.75454973142	1.0
-3.74554401789	1.0
-3.73653830436	1.0
-3.72753259084	1.0
-3.71852687731	1.0
-3.70952116379	1.0
-3.70051545026	1.0
-3.69150973673	1.0
-3.68250402321	1.0
-3.67349830968	1.0
-3.66449259615	1.0
-3.65548688263	1.0
-3.6464811691	1.0
-3.63747545558	1.0
-3.62846974205	1.0
-3.61946402852	1.0
-3.610458315	1.0
-3.60145260147	1.0
-3.59244688795	1.0
-3.58344117442	1.0
-3.57443546089	1.0
-3.56542974737	1.0
-3.55642403384	1.0
-3.54741832031	1.0
-3.53841260679	1.0
-3.52940689326	1.0
-3.52040117974	1.0
-3.51139546621	1.0
-3.50238975268	1.0
-3.49338403916	1.0
-3.48437832563	1.0
-3.47537261211	1.0
-3.46636689858	1.0
-3.45736118505	1.0
-3.44835547153	1.0
-3.439349758	1.0
-3.43034404447	1.0
-3.42133833095	1.0
-3.41233261742	1.0
-3.4033269039	1.0
-3.39432119037	1.0
-3.38531547684	1.0
-3.37630976332	1.0
-3.36730404979	1.0
-3.35829833627	1.0
-3.34929262274	1.0
-3.34028690921	1.0
-3.33128119569	1.0
-3.32227548216	1.0
-3.31326976863	1.0
-3.30426405511	1.0
-3.29525834158	1.0
-3.28625262806	1.0
-3.27724691453	1.0
-3.268241201	1.0
-3.25923548748	1.0
-3.25022977395	1.0
-3.24122406043	1.0
